customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
5863-OOKCL;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1885;1632;No
1686-STUHN;Male;No;No;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);198;8499;No
1329-VHWNP;Female;No;No;No;7;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);2505;18995;No
2984-MIIZL;Male;No;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);748;3219;Yes
0266-GMEAO;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1143;805855;No
5590-YRFJT;Female;No;Yes;No;20;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2445;4828;Yes
5574-NXZIU;Male;No;No;No;63;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1092;704975;No
0019-GFNTW;Female;No;No;No;56;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);4505;25601;No
4256-ZWTZI;Female;No;No;Yes;5;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;51;2868;No
8309-PPCED;Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11045;79825;No
4098-NAUKP;Male;Yes;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8465;56836;No
5196-WPYOW;Male;No;Yes;Yes;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;6005;399405;No
4608-LCIMN;Male;No;Yes;Yes;8;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);4465;36915;No
1485-YDHMM;Male;No;Yes;Yes;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9325;46317;No
4054-CUMIA;Female;No;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;40195;No
0603-TPMIB;Female;No;Yes;Yes;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2545;153405;No
2525-GVKQU;Female;No;No;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;206;1093;No
8161-QYMTT;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;941;7013;No
9581-GVBXT;Male;No;Yes;Yes;59;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;348;19803;No
5862-BRIXZ;Male;No;No;No;46;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);6075;28934;No
5404-GGUKR;Male;No;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;5135;2623;No
3308-JSGML;Male;Yes;Yes;No;59;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);6405;388685;No
2126-GSEGL;Female;No;Yes;No;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);848;591755;No
3677-TNKIO;Female;No;No;No;14;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);71;914;Yes
0440-QEXBZ;Female;No;No;No;44;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;5015;21391;No
2434-EEVDB;Female;No;Yes;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);946;59487;No
6762-QVYJO;Female;No;Yes;Yes;58;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;5975;362435;No
6199-IWKGC;Female;Yes;Yes;No;46;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Electronic check;10025;475385;No
2675-DHUTR;Male;Yes;Yes;No;58;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;989;57807;No
8152-VETUR;Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Credit card (automatic);977;68697;No
9667-EQRXU;Female;Yes;No;No;30;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;403;117295;Yes
7446-YPODE;Male;Yes;No;No;11;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);6025;66295;No
9522-BNTHX;Female;Yes;No;No;34;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;5625;176595;No
4676-WLUHT;Male;No;No;No;54;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Two year;No;Bank transfer (automatic);462;243195;No
3329-WDIOK;Female;No;No;No;3;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;506;15535;Yes
7980-MHFLQ;Female;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;249;18592;No
2873-ZLIWT;Female;No;Yes;Yes;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;8485;330305;Yes
3415-TAILE;Female;No;Yes;Yes;2;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;657;13435;Yes
0757-WCUUZ;Male;No;Yes;Yes;54;Yes;Yes;DSL;No;No;Yes;No;No;Yes;Two year;No;Credit card (automatic);6335;34091;No
1629-DQQVB;Female;No;No;No;14;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);501;7095;No
1915-IOFGU;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;705;705;Yes
3045-XETSH;Female;No;No;No;10;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9485;95345;Yes
0374-AACSZ;Female;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;5015;5015;No
7239-HZZCX;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1975;1975;Yes
4872-VXRIL;Male;No;No;No;56;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);6465;366555;No
9140-CZQZZ;Female;No;Yes;No;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);796;55158;No
3423-HHXAO;Female;No;Yes;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;195;272;No
9938-TKDGL;Male;No;Yes;Yes;68;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;9955;6668;No
0531-ZZJWQ;Male;Yes;Yes;No;55;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74;40524;No
6537-QLGEX;Female;No;No;No;16;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;389;6644;No
2688-BHGOG;Male;Yes;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;7955;71855;No
7683-CBDKJ;Male;No;Yes;Yes;14;Yes;No;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;6545;9376;Yes
0946-CLJTI;Male;Yes;Yes;No;58;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;987;58126;Yes
3160-TYXLT;Male;No;No;No;53;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);463;254685;No
1325-USMEC;Male;No;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);9935;69445;No
0916-QOFDP;Female;Yes;Yes;Yes;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;958;13463;No
0628-CNQRM;Male;No;Yes;Yes;22;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);675;154405;Yes
5606-AMZBO;Female;No;Yes;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7815;76515;No
6199-IPCAO;Female;No;Yes;Yes;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;261;69255;No
7665-TOALD;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;696;696;Yes
0112-QWPNC;Male;No;Yes;No;49;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;8435;405935;Yes
0324-BRPCJ;Female;Yes;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1002;685165;Yes
2777-PHDEI;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;7805;7805;Yes
5640-CAXOA;Female;No;No;No;30;No;No phone service;DSL;No;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);4035;118705;No
2235-EZAIK;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);792;54019;No
3847-BAERP;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;209;247;No
1196-AMORA;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;736;520;Yes
4282-YMKNA;Female;No;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7475;7066;Yes
1453-RZFON;Female;No;No;Yes;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;499;499;No
8263-OKETD;Female;No;No;No;20;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);689;137035;No
0670-KDOMA;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;2025;No
2476-YGEFM;Female;No;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);76;221525;No
8687-BAFGU;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;74;74;No
0641-EVBOJ;Male;No;No;No;3;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;823;2144;No
0829-XXPLX;Female;No;No;No;20;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);894;187115;No
9974-JFBHQ;Male;No;No;Yes;64;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9915;61712;No
5356-RHIPP;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;202;202;Yes
6624-JDRDS;Female;No;No;No;6;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);2945;16145;No
0608-JDVEC;Male;No;Yes;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;198;10132;No
9780-FKVVF;Male;No;No;No;6;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);5915;3367;No
1919-RTPQD;Male;No;Yes;Yes;7;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4475;33365;No
5214-NLTIT;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);908;65118;No
3345-PBBFH;Male;No;Yes;No;8;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);4955;39345;No
5055-BRMNE;Female;No;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);1067;70095;No
9189-JWSHV;Female;Yes;Yes;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9355;226405;Yes
2190-PHBHR;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Two year;Yes;Credit card (automatic);9445;69217;No
2650-GYRYL;Male;No;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1945;60025;No
0746-JTRFU;Male;No;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2505;5635;Yes
5208-FVQKB;Male;No;Yes;No;70;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Mailed check;6795;466415;No
7184-LRUUR;Female;No;No;No;22;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);6525;14418;No
6627-CFOSN;Female;No;No;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9945;56237;No
3982-JGSFD;Male;No;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);2035;69585;No
1574-DYCWE;Female;No;Yes;Yes;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1995;102875;No
7247-XOZPB;Male;No;Yes;No;53;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);774;415595;No
2466-FCCPT;Female;No;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);197;3956;No
6211-WWLTF;Male;No;Yes;No;63;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);997;63304;No
4826-TZEVA;Female;No;No;No;40;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);748;29717;No
6016-NXBNJ;Male;No;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;1915;638;No
9138-EFSMO;Male;No;Yes;Yes;26;Yes;No;Fiber optic;No;No;No;No;No;Yes;One year;No;Bank transfer (automatic);7895;203425;No
0576-WNXXC;Male;Yes;Yes;No;27;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9555;25102;Yes
4632-XJMEX;Male;No;No;Yes;53;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);6285;34195;No
8910-LEDAG;Male;Yes;Yes;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);7155;242735;No
3452-GWUIN;Female;Yes;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9495;176025;No
2716-GFZOR;Male;No;Yes;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);861;355165;No
3724-UCSHY;Male;No;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1955;1229;No
8626-XHBIE;Male;No;No;Yes;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;248;14242;No
4628-CTTLA;Male;No;No;No;57;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;393;211145;Yes
3192-LNKRK;Male;No;Yes;Yes;34;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;8405;290995;No
4439-YRNVD;Female;No;No;No;10;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;3625;374;No
2876-VBBBL;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;2025;Yes
6834-NXDCA;Female;No;No;No;13;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;239;3008;Yes
2208-UGTGR;Male;No;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;986;558105;No
3005-TYFRD;Female;No;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10365;567665;No
8670-MEFCP;Female;No;Yes;Yes;36;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);929;337925;No
3079-BCHLN;Male;No;Yes;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);199;94295;No
7777-UNYHB;Female;No;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);201;2324;No
5597-GLBUC;Female;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8545;8545;Yes
7278-CKDNC;Male;Yes;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;805;208845;No
2748-MYRVK;Female;No;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);999;6137;Yes
8450-UYIBU;Female;Yes;No;No;35;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;3985;14346;No
2969-VAPYH;Female;No;No;No;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);605;3870;No
4822-YCXMX;Male;No;No;No;25;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;848;204345;Yes
7181-OQCUT;Male;No;No;No;21;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;10385;2215;No
8474-UMLNT;Female;No;No;No;13;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);678;84225;No
9821-POOTN;Male;No;Yes;No;35;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;752;25762;Yes
3836-FZSDJ;Male;Yes;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2485;1901;No
9142-XMYJH;Female;No;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1935;6016;No
6559-ILWKJ;Male;No;Yes;No;71;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Two year;No;Electronic check;4935;351525;Yes
0187-QSXOE;Male;Yes;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89;60545;No
7733-UDMTP;Female;Yes;No;No;57;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;55;309405;No
2649-HWLYB;Male;No;Yes;No;65;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);7615;492955;No
5214-CHIWJ;Male;No;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;203;59505;No
4229-CZMLL;Male;No;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;749;4698;Yes
6904-JLBGY;Female;Yes;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11735;843625;No
2465-BLLEU;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1975;1975;No
1685-VAYJF;Male;No;No;No;11;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);452;492;No
8874-EJNSR;Male;No;Yes;Yes;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;252;98795;No
6917-YACBP;Female;Yes;No;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8975;54969;No
5049-MUBWG;Male;No;No;No;26;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);75;190835;No
4223-WOZCM;Male;Yes;No;No;2;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;4995;1071;No
0769-MURVM;Female;No;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);657;457535;No
9253-VIFJQ;Male;No;Yes;No;65;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;One year;No;Credit card (automatic);6705;430955;No
7030-FZTFM;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1109;792275;No
9741-YLNTD;Male;No;No;No;6;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);8795;52235;No
5917-RYRMG;Male;Yes;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);198;5877;No
5120-ZBLAI;Female;No;Yes;No;50;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);757;38762;No
1194-BHJYC;Male;No;Yes;No;61;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;6215;377885;No
3663-MITLP;Female;No;No;No;15;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10125;145725;Yes
0906-QVPMS;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);11515;834945;No
9025-ZRPVR;Male;No;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1895;1856;Yes
1905-OEILC;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;195;195;No
7858-GTZSP;Female;No;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8655;10669;No
3285-UCQVC;Female;No;No;No;37;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);286;97355;Yes
6248-BSHKG;Male;No;Yes;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;204;122645;No
4685-TFLLS;Male;No;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);198;3423;No
3470-BTGQO;Male;No;No;Yes;21;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4565;98505;No
1209-VFFOC;Male;No;Yes;Yes;68;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;564;394845;No
8224-DWCKX;Male;Yes;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);733;82805;No
5482-PLVPE;Female;Yes;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;2435;4185;Yes
4553-DVPZG;Female;No;Yes;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10135;61647;No
4902-OHLSK;Female;Yes;No;No;29;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;9865;286275;Yes
6917-IAYHD;Male;No;No;Yes;1;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;336;336;No
0495-ZBNGW;Male;Yes;Yes;No;5;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);799;34395;Yes
8620-RJPZN;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;207;207;No
7572-KPVKK;Male;No;No;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10405;65905;No
2642-MAWLJ;Female;No;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2025;71795;No
2357-COQEK;Female;Yes;No;No;28;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1033;289065;Yes
7103-ZGVNT;Female;No;Yes;Yes;69;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Credit card (automatic);737;488585;No
3737-GCSPV;Female;No;Yes;No;11;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);962;122205;Yes
2027-WKXMW;Female;No;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10875;68717;No
7137-NAXML;Male;No;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2015;4056;No
2428-ZMCTB;Male;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1975;20825;No
2961-VNFKL;Female;No;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2595;18019;No
1768-HNVGJ;Female;Yes;No;No;45;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;7005;306245;No
6963-KQYQB;Female;No;Yes;Yes;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2405;176475;No
5934-RMPOV;Female;No;No;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8475;181675;No
1207-BLKSA;Female;No;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2305;12551;No
